what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354324685488
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1354324695206
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1354324696067
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354324703263
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354324711170
executed,command,org.python.pydev,1.5.6.2010033101,"org.python.pydev.editor.actions.togglecomment",1354324711424
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1354324715997
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354324718726
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1354324726374
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354324728697
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354324734750
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1354324741116
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354324741790
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354324751076
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354324755012
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1354324756730
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354324791822
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1354324793536
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.core",1354324793537
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.201002161416,"org.eclipse.cdt.dsf.gdb.ui",1354324793537
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.201002161416,"org.eclipse.cdt.dsf.ui",1354324793537
stopped,bundle,org.eclipse.photran.ui.vpg,5.0.0.201002011019,"org.eclipse.photran.ui.vpg",1354324793537
stopped,bundle,org.eclipse.photran.core.vpg,5.0.0.201002011019,"org.eclipse.photran.core.vpg",1354324793537
stopped,bundle,org.eclipse.photran.managedbuilder.intel.ui,5.0.0.201002011019,"org.eclipse.photran.managedbuilder.intel.ui",1354324793537
stopped,bundle,org.eclipse.photran.managedbuilder.core,5.0.0.201002011019,"org.eclipse.photran.managedbuilder.core",1354324793537
stopped,bundle,org.eclipse.photran.ui,5.0.0.201002011019,"org.eclipse.photran.ui",1354324793537
stopped,bundle,org.eclipse.photran.cdtinterface,5.0.0.201002011019,"org.eclipse.photran.cdtinterface",1354324793537
stopped,bundle,org.eclipse.cdt.launch,6.0.0.201002161416,"org.eclipse.cdt.launch",1354324793537
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1354324793538
stopped,bundle,org.eclipse.cdt.dsf.gdb,2.0.0.201002161416,"org.eclipse.cdt.dsf.gdb",1354324793538
stopped,bundle,org.eclipse.cdt.dsf,2.0.0.201002161416,"org.eclipse.cdt.dsf",1354324793538
stopped,bundle,org.eclipse.ptp.debug.ui,2.1.0.201002011019,"org.eclipse.ptp.debug.ui",1354324793538
stopped,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1354324793538
stopped,bundle,org.eclipse.photran.managedbuilder.ui,5.0.0.201002011019,"org.eclipse.photran.managedbuilder.ui",1354324793538
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.201002161416,"org.eclipse.cdt.managedbuilder.ui",1354324793538
stopped,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1354324793538
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.201002161416,"org.eclipse.cdt.managedbuilder.gnu.ui",1354324793538
stopped,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.201002161416,"org.eclipse.cdt.managedbuilder.core",1354324793538
stopped,bundle,org.eclipse.cdt.make.core,6.0.0.201002161416,"org.eclipse.cdt.make.core",1354324793538
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.0.100.201002161416,"org.eclipse.cdt.mylyn.ui",1354324793539
stopped,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1354324793539
stopped,bundle,org.eclipse.photran.core,5.0.0.201002011019,"org.eclipse.photran.core",1354324793539
stopped,bundle,org.eclipse.photran.core.intel,5.0.1.201002011019,"org.eclipse.photran.core.intel",1354324793539
stopped,bundle,org.eclipse.photran.errorparsers.xlf,5.0.0.201002011019,"org.eclipse.photran.errorparsers.xlf",1354324793539
stopped,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1354324793572
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1354324793572
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ui",1354324793573
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1354324793573
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.resources.ui",1354324793573
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.3.v20100217-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1354324793573
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1354324793573
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.help.ui",1354324793573
