what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447221289
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447221433
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447221434
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447221668
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447221669
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447221920
error,log,,,"Unhandled event loop exception",1353447227512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447259724
error,log,,,"Can't connect to any repository: https://hess8@github.com/hess8/pythonscripts.git (Transport error occured during push operation: https://hess8@github.com/hess8/pythonscripts.git: 401 Authorization Required)",1353447259741
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447260522
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353447261940
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448250000
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448252871
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448258595
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448281712
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448293850
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448293851
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448293957
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448293958
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448294485
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448294487
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448294976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448294977
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353448295750
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1353448302698
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1353448307652
error,log,,,"Unhandled event loop exception",1353448321551
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551292645
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551674821
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551700254
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551714807
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551714808
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551715106
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551715107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551715248
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551715249
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551715661
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551715662
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551716022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1353551723017
error,log,,,"Unhandled event loop exception",1353551739544
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1353551983257
