what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1354340092268
processors,sysinfo,,,"8",1354340092269
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354340092269
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1354340092269
java.specification.name,sysinfo,,,"Java Platform API Specification",1354340092269
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354340092269
java.specification.version,sysinfo,,,"1.6",1354340092269
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354340092269
java.version,sysinfo,,,"1.6.0_16",1354340092269
java.vm.info,sysinfo,,,"mixed mode",1354340092269
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1354340092269
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354340092269
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354340092269
java.vm.specification.version,sysinfo,,,"1.0",1354340092269
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354340092269
java.vm.version,sysinfo,,,"14.2-b01",1354340092269
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340096550
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340169255
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1354340175444
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340175559
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340181088
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354340185083
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340190086
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340191589
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1354340192203
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1354340192246
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1354340192249
started,bundle,org.eclipse.photran.cdtinterface,5.0.0.201002011019,"org.eclipse.photran.cdtinterface",1354340192259
started,bundle,org.python.pydev.customizations,1.5.6.2010033101,"org.python.pydev.customizations",1354340192272
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1354340192282
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1354340192435
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.core",1354340192444
started,bundle,com.python.pydev.debug,1.5.6.2010033101,"com.python.pydev.debug",1354340192495
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1354340195984
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354340211445
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340216059
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340408752
activated,editor,org.python.pydev,1.5.6.2010033101,"org.python.pydev.editor.PythonEditor",1354340415496
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340415778
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340430482
started,bundle,org.eclipse.egit.ui,0.7.1,"org.eclipse.egit.ui",1354340430670
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ResourceNavigator",1354340431150
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ResourceNavigator",1354340431329
opened,editor,org.python.pydev,1.5.6.2010033101,"org.python.pydev.editor.PythonEditor",1354340434216
activated,editor,org.python.pydev,1.5.6.2010033101,"org.python.pydev.editor.PythonEditor",1354340434450
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354340447733
executed,command,org.python.pydev,1.5.6.2010033101,"org.python.pydev.editor.actions.togglecomment",1354340450176
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354340456823
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1354340462405
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354340465928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340478914
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1354340491348
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1354340494770
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1354340495530
executed,command,org.python.pydev,1.5.6.2010033101,"org.python.pydev.editor.actions.togglecomment",1354340501608
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1354340506738
